Measurement results,,,,,,
200922 384 plate 1.skax,,,,,,
20-Sep-22 12:06:15 PM,,,,,,
 ,,,,,,
Absorbance 2,,,,,,
,,,,,,
 ,,,,,,
Plate 1,,,,,,
 ,,,,,,
Well,Group,Type,Sample,Wavelength [Ex],Abs,Time [s]
A01,Group 1,Standard,CAL10001,450,2.7850,10.69
A01,Group 1,Standard,CAL10001,620,0.0632,11.07
A02,Group 1,Unknown,Un001,450,0.6495,11.62
A02,Group 1,Unknown,Un001,620,0.0553,12.00
A03,Group 1,Unknown,Un001,450,0.6106,12.55
A03,Group 1,Unknown,Un001,620,0.0478,12.93
A04,Group 1,Unknown,Un002,450,1.9243,13.49
A04,Group 1,Unknown,Un002,620,0.0607,13.87
A05,Group 1,Unknown,Un002,450,1.7570,14.42
A05,Group 1,Unknown,Un002,620,0.0553,14.80
A06,Group 1,Unknown,Un003,450,1.5671,15.35
A06,Group 1,Unknown,Un003,620,0.0556,15.73
A07,Group 1,Unknown,Un003,450,1.4602,16.29
A07,Group 1,Unknown,Un003,620,0.0521,16.67
A08,Group 1,Unknown,Un004,450,1.6414,17.22
A08,Group 1,Unknown,Un004,620,0.0597,17.60
A09,Group 1,Unknown,Un004,450,1.6810,18.15
A09,Group 1,Unknown,Un004,620,0.0509,18.53
A10,Group 1,Unknown,Un005,450,0.4013,19.09
A10,Group 1,Unknown,Un005,620,0.0434,19.47
A11,Group 1,Unknown,Un005,450,0.3791,20.02
A11,Group 1,Unknown,Un005,620,0.0451,20.40
A12,Group 1,Unknown,Un006,450,0.4079,20.95
A12,Group 1,Unknown,Un006,620,0.0476,21.33
A13,Group 1,Unknown,Un006,450,0.3846,21.89
A13,Group 1,Unknown,Un006,620,0.0515,22.27
A14,Group 1,Unknown,Un007,450,0.3682,22.82
A14,Group 1,Unknown,Un007,620,0.0435,23.20
A15,Group 1,Unknown,Un007,450,0.3697,23.75
A15,Group 1,Unknown,Un007,620,0.0441,24.13
A16,Group 1,Unknown,Un008,450,0.0999,24.69
A16,Group 1,Unknown,Un008,620,0.0423,25.07
A17,Group 1,Unknown,Un008,450,0.0938,25.62
A17,Group 1,Unknown,Un008,620,0.0415,26.00
A18,Group 1,Unknown,Un009,450,0.5172,26.55
A18,Group 1,Unknown,Un009,620,0.0463,26.93
A19,Group 1,Unknown,Un009,450,0.4786,27.49
A19,Group 1,Unknown,Un009,620,0.0452,27.86
A20,Group 1,Unknown,Un010,450,1.1904,28.42
A20,Group 1,Unknown,Un010,620,0.0473,28.80
A21,Group 1,Unknown,Un010,450,1.2702,29.35
A21,Group 1,Unknown,Un010,620,0.0487,29.73
A22,Group 1,Unknown,Un011,450,0.1001,30.29
A22,Group 1,Unknown,Un011,620,0.0424,30.66
A23,Group 1,Unknown,Un011,450,0.0948,31.22
