Measurement results,,,,,,
280922 384 plate 2.skax,,,,,,
28-Sep-22 12:32:27 PM,,,,,,
 ,,,,,,
Absorbance 2,,,,,,
,,,,,,
 ,,,,,,
Plate 1,,,,,,
 ,,,,,,
Well,Group,Type,Sample,Wavelength [Ex],Abs,Time [s]
A01,Group 1,Standard,CAL10001,450,2.7415,9.45
A01,Group 1,Standard,CAL10001,620,0.0632,9.83
A02,Group 1,Unknown,Un001,450,0.3544,10.38
A02,Group 1,Unknown,Un001,620,0.0552,10.76
A03,Group 1,Unknown,Un001,450,0.3296,11.32
A03,Group 1,Unknown,Un001,620,0.0489,11.70
A04,Group 1,Unknown,Un002,450,0.3902,12.25
A04,Group 1,Unknown,Un002,620,0.0571,12.63
A05,Group 1,Unknown,Un002,450,0.3336,13.18
A05,Group 1,Unknown,Un002,620,0.0455,13.56
A06,Group 1,Unknown,Un003,450,2.1809,14.12
A06,Group 1,Unknown,Un003,620,0.0641,14.50
A07,Group 1,Unknown,Un003,450,1.9623,15.05
A07,Group 1,Unknown,Un003,620,0.0578,15.43
A08,Group 1,Unknown,Un004,450,2.2668,15.98
A08,Group 1,Unknown,Un004,620,0.0662,16.36
A09,Group 1,Unknown,Un004,450,2.2129,16.92
A09,Group 1,Unknown,Un004,620,0.0570,17.30
A10,Group 1,Unknown,Un005,450,1.1424,17.85
A10,Group 1,Unknown,Un005,620,0.0483,18.23
A11,Group 1,Unknown,Un005,450,1.0969,18.78
A11,Group 1,Unknown,Un005,620,0.0490,19.16
A12,Group 1,Unknown,Un006,450,1.5800,19.72
A12,Group 1,Unknown,Un006,620,0.0571,20.10
A13,Group 1,Unknown,Un006,450,1.4292,20.65
A13,Group 1,Unknown,Un006,620,0.0602,21.03
A14,Group 1,Unknown,Un007,450,0.7161,21.58
A14,Group 1,Unknown,Un007,620,0.0453,21.96
A15,Group 1,Unknown,Un007,450,0.7392,22.52
A15,Group 1,Unknown,Un007,620,0.0484,22.89
A16,Group 1,Unknown,Un008,450,1.0071,23.45
A16,Group 1,Unknown,Un008,620,0.0585,23.83
A17,Group 1,Unknown,Un008,450,0.9679,24.38
A17,Group 1,Unknown,Un008,620,0.0469,24.76
A18,Group 1,Unknown,Un009,450,1.6357,25.32
A18,Group 1,Unknown,Un009,620,0.0552,25.69
A19,Group 1,Unknown,Un009,450,1.4984,26.25
A19,Group 1,Unknown,Un009,620,0.0513,26.63
A20,Group 1,Unknown,Un010,450,0.6964,27.18
A20,Group 1,Unknown,Un010,620,0.0464,27.56
A21,Group 1,Unknown,Un010,450,0.6730,28.11
A21,Group 1,Unknown,Un010,620,0.0441,28.49
A22,Group 1,Unknown,Un011,450,2.6167,29.05
A22,Group 1,Unknown,Un011,620,0.0633,29.43
A23,Group 1,Unknown,Un011,450,2.6266,29.98
