Measurement results,,,,,,
241122 384 plate 2.skax,,,,,,
24-Nov-22 12:17:50 PM,,,,,,
 ,,,,,,
Absorbance 2,,,,,,
,,,,,,
 ,,,,,,
Plate 1,,,,,,
 ,,,,,,
Well,Group,Type,Sample,Wavelength [Ex],Abs,Time [s]
A01,Group 1,Standard,CAL10001,450,2.7364,9.47
A01,Group 1,Standard,CAL10001,620,0.0660,9.85
A02,Group 1,Unknown,Un001,450,0.4784,10.40
A02,Group 1,Unknown,Un001,620,0.0619,10.78
A03,Group 1,Unknown,Un001,450,0.4503,11.33
A03,Group 1,Unknown,Un001,620,0.0527,11.71
A04,Group 1,Unknown,Un002,450,0.5576,12.27
A04,Group 1,Unknown,Un002,620,0.0620,12.65
A05,Group 1,Unknown,Un002,450,0.5082,13.20
A05,Group 1,Unknown,Un002,620,0.0478,13.58
A06,Group 1,Unknown,Un003,450,0.2322,14.13
A06,Group 1,Unknown,Un003,620,0.0535,14.51
A07,Group 1,Unknown,Un003,450,0.2180,15.07
A07,Group 1,Unknown,Un003,620,0.0473,15.45
A08,Group 1,Unknown,Un004,450,0.2198,16.00
A08,Group 1,Unknown,Un004,620,0.0608,16.38
A09,Group 1,Unknown,Un004,450,0.2083,16.93
A09,Group 1,Unknown,Un004,620,0.0457,17.31
A10,Group 1,Unknown,Un005,450,0.2284,17.87
A10,Group 1,Unknown,Un005,620,0.0445,18.25
A11,Group 1,Unknown,Un005,450,0.2260,18.80
A11,Group 1,Unknown,Un005,620,0.0447,19.18
A12,Group 1,Unknown,Un006,450,0.1732,19.73
A12,Group 1,Unknown,Un006,620,0.0489,20.11
A13,Group 1,Unknown,Un006,450,0.2027,20.67
A13,Group 1,Unknown,Un006,620,0.0530,21.05
A14,Group 1,Unknown,Un007,450,0.0928,21.60
A14,Group 1,Unknown,Un007,620,0.0429,21.98
A15,Group 1,Unknown,Un007,450,0.1010,22.53
A15,Group 1,Unknown,Un007,620,0.0449,22.91
A16,Group 1,Unknown,Un008,450,0.0940,23.47
A16,Group 1,Unknown,Un008,620,0.0436,23.85
A17,Group 1,Unknown,Un008,450,0.1014,24.40
A17,Group 1,Unknown,Un008,620,0.0449,24.78
A18,Group 1,Unknown,Un009,450,0.1696,25.33
A18,Group 1,Unknown,Un009,620,0.0474,25.71
A19,Group 1,Unknown,Un009,450,0.1635,26.27
A19,Group 1,Unknown,Un009,620,0.0436,26.65
A20,Group 1,Unknown,Un010,450,2.8362,27.20
A20,Group 1,Unknown,Un010,620,0.0661,27.58
A21,Group 1,Unknown,Un010,450,2.8187,28.13
A21,Group 1,Unknown,Un010,620,0.0684,28.51
A22,Group 1,Unknown,Un011,450,0.2363,29.07
A22,Group 1,Unknown,Un011,620,0.0461,29.44
A23,Group 1,Unknown,Un011,450,0.2021,30.00
