Measurement results,,,,,,
081122 384 plate 2.skax,,,,,,
08-Nov-22 12:19:55 PM,,,,,,
 ,,,,,,
Absorbance 1,,,,,,
Wavelength: 450 nm,,,,,,
 ,,,,,,
Plate 1,,,,,,
 ,,,,,,
Well,Group,Type,Sample,Wavelength [Ex],Abs,Time [s]
A01,Group 1,Standard,CAL10001,450,2.8021,0.00
A02,Group 1,Unknown,Un001,450,0.6123,0.01
A03,Group 1,Unknown,Un001,450,0.5513,0.02
A04,Group 1,Unknown,Un002,450,1.6642,0.03
A05,Group 1,Unknown,Un002,450,1.4682,0.04
A06,Group 1,Unknown,Un003,450,0.5442,0.05
A07,Group 1,Unknown,Un003,450,0.4776,0.06
A08,Group 1,Unknown,Un004,450,1.7052,0.07
A09,Group 1,Unknown,Un004,450,1.6109,0.08
A10,Group 1,Unknown,Un005,450,0.4767,0.09
A11,Group 1,Unknown,Un005,450,0.4497,0.10
A12,Group 1,Unknown,Un006,450,2.4559,0.11
A13,Group 1,Unknown,Un006,450,2.3311,0.12
A14,Group 1,Unknown,Un007,450,0.6109,0.13
A15,Group 1,Unknown,Un007,450,0.5418,0.14
A16,Group 1,Unknown,Un008,450,0.3984,0.15
A17,Group 1,Unknown,Un008,450,0.3549,0.16
A18,Group 1,Unknown,Un009,450,0.7463,0.17
A19,Group 1,Unknown,Un009,450,0.6585,0.18
A20,Group 1,Unknown,Un010,450,2.8688,0.19
A21,Group 1,Unknown,Un010,450,2.8560,0.20
A22,Group 1,Unknown,Un011,450,2.7033,0.21
A23,Group 1,Unknown,Un011,450,2.5563,0.22
A24,Group 1,Standard,CAL10002,450,2.4676,0.23
B24,Group 1,Unknown,Un100,450,2.7474,0.55
B23,Group 1,Unknown,Un100,450,2.7762,0.56
B22,Group 1,Unknown,Un099,450,1.1214,0.57
B21,Group 1,Unknown,Un099,450,1.2202,0.58
B20,Group 1,Unknown,Un098,450,0.0914,0.59
B19,Group 1,Unknown,Un098,450,0.0905,0.60
B18,Group 1,Unknown,Un097,450,0.3199,0.61
B17,Group 1,Unknown,Un097,450,0.3307,0.62
B16,Group 1,Unknown,Un096,450,0.4749,0.63
B15,Group 1,Unknown,Un096,450,0.5120,0.64
B14,Group 1,Unknown,Un095,450,2.3528,0.65
B13,Group 1,Unknown,Un095,450,2.5149,0.66
B12,Group 1,Unknown,Un094,450,0.1963,0.67
B11,Group 1,Unknown,Un094,450,0.2036,0.68
B10,Group 1,Unknown,Un093,450,1.3658,0.69
B09,Group 1,Unknown,Un093,450,1.5014,0.70
B08,Group 1,Unknown,Un092,450,0.4308,0.71
B07,Group 1,Unknown,Un092,450,0.4637,0.72
B06,Group 1,Unknown,Un091,450,0.4275,0.73
B05,Group 1,Unknown,Un091,450,0.4749,0.74
B04,Group 1,Unknown,Un090,450,0.1654,0.75
B03,Group 1,Unknown,Un090,450,0.1711,0.76
B02,Group 1,Unknown,Un089,450,0.7110,0.77
B01,Group 1,Unknown,Un089,450,0.8429,0.78
C01,Group 1,Standard,CAL20001,450,2.4987,1.11
C02,Group 1,Unknown,Un012,450,1.6776,1.12
C03,Group 1,Unknown,Un012,450,1.6022,1.13
C04,Group 1,Unknown,Un013,450,0.8070,1.14
C05,Group 1,Unknown,Un013,450,0.7409,1.15
C06,Group 1,Unknown,Un014,450,0.3325,1.16
C07,Group 1,Unknown,Un014,450,0.3137,1.17
C08,Group 1,Unknown,Un015,450,2.1735,1.18
C09,Group 1,Unknown,Un015,450,2.1016,1.19
C10,Group 1,Unknown,Un016,450,0.4574,1.20
C11,Group 1,Unknown,Un016,450,0.4371,1.21
C12,Group 1,Unknown,Un017,450,1.0672,1.22
C13,Group 1,Unknown,Un017,450,1.0597,1.23
C14,Group 1,Unknown,Un018,450,0.4872,1.24
C15,Group 1,Unknown,Un018,450,0.4517,1.25
C16,Group 1,Unknown,Un019,450,0.5588,1.26
C17,Group 1,Unknown,Un019,450,0.5144,1.27
C18,Group 1,Unknown,Un020,450,1.6067,1.28
C19,Group 1,Unknown,Un020,450,1.5230,1.29
